,index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
153,153,2013.0,,Rick Riordan,eng,Famous,4.54,159774.0,nonfiction,668.25,400.95,0.99,165.0,"Amazon Digital Services,  Inc.",675.0
154,154,2008.0,Gone,Michael  Grant,eng,Intermediate,3.85,144606.0,genre fiction,3678.3,2206.98,5.49,166.0,"Amazon Digital Services,  Inc.",670.0
155,155,2003.0,The Wedding,Nicholas Sparks,en-US,Intermediate,3.98,118045.0,genre fiction,658.35,395.01,0.99,167.0,"Amazon Digital Services,  Inc.",665.0
156,156,2005.0,1776,David McCullough,eng,Intermediate,4.06,130293.0,genre fiction,7814.4,4688.64,11.84,168.0,Random House LLC,660.0
157,157,2003.0,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,eng,Intermediate,3.98,112167.0,genre fiction,648.45,0.0,0.99,169.0,"Amazon Digital Services,  Inc.",655.0
158,158,2012.0,Beautiful Ruins,Jess Walter,eng,Intermediate,3.67,116053.0,genre fiction,9818.45,5891.07,14.99,169.0,Random House LLC,655.0
159,159,2006.0,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,en-US,Intermediate,3.69,110873.0,genre fiction,3243.5,0.0,4.99,,"Amazon Digital Services,  Inc.",650.0
160,160,1999.0,On Writing: A Memoir of the Craft,Stephen King,eng,Intermediate,4.31,131481.0,genre fiction,1943.5,0.0,2.99,170.0,"Amazon Digital Services,  Inc.",650.0
161,161,2008.0,Firefly Lane,Kristin Hannah,en-US,Intermediate,4.04,121966.0,genre fiction,3218.55,0.0,4.99,171.0,,645.0
162,162,1987.0,Sphere,Michael Crichton,eng,Intermediate,3.77,128244.0,genre fiction,4473.6,2684.16,6.99,172.0,Random House LLC,640.0
163,163,2008.0,Love the One You're With,Emily Giffin,en-US,Intermediate,3.7,124812.0,genre fiction,5663.7,3398.22,8.99,174.0,Simon and Schuster Digital Sales Inc,630.0
164,164,2014.0,The Silkworm,"Robert Galbraith, J.K. Rowling",eng,Intermediate,4.03,120008.0,genre fiction,608.85,0.0,0.99,177.0,"Amazon Digital Services,  Inc.",615.0
165,165,1985.0,The Vampire Lestat,Anne Rice,eng,Intermediate,4.05,141299.0,genre fiction,603.9,362.34,0.99,178.0,"Amazon Digital Services,  Inc.",610.0
166,166,2011.0,State of Wonder,Ann Patchett,eng,Intermediate,3.85,124837.0,genre fiction,1210.0,0.0,2.0,179.0,"Amazon Digital Services,  Inc.",605.0
167,167,2008.0,The Silver Linings Playbook,Matthew Quick,en-US,Intermediate,4.0,,genre fiction,594.0,0.0,0.99,180.0,"Amazon Digital Services,  Inc.",600.0
168,168,1869.0,Vingt Mille Lieues Sous les Mers,"Jules Verne, Anthony Bonner",eng,Intermediate,3.86,121112.0,,3540.25,0.0,5.95,181.0,"Amazon Digital Services,  Inc.",595.0
169,169,2005.0,,Philippa Gregory,en-US,Intermediate,3.88,124786.0,genre fiction,3564.05,2138.43,5.99,181.0,Penguin Group (USA) LLC,595.0
170,170,1925.0,Mrs Dalloway,"Virginia Woolf, Maureen Howard",en-US,Intermediate,3.78,136327.0,genre fiction,1174.1,704.46,1.99,182.0,"Amazon Digital Services,  Inc.",590.0
171,171,2009.0,HundraÃ¥ringen som klev ut genom fÃ¶nstret och fÃ¶rsvann,"Jonas Jonasson, Rod Bradbury",en-GB,Intermediate,3.81,92275.0,genre fiction,5200.65,3120.39,8.89,,Macmillan,585.0
172,172,1998.0,Bag of Bones,Stephen King,en-US,Intermediate,3.87,131004.0,genre fiction,569.25,0.0,0.99,185.0,"Amazon Digital Services,  Inc.",575.0
173,173,1985.0,The Cider House Rules,John Irving,eng,Intermediate,4.1,124876.0,genre fiction,1134.3,0.0,1.99,186.0,"Amazon Digital Services,  Inc.",570.0
174,174,1984.0,Thinner,"Richard Bachman, Stephen King",,Intermediate,3.66,130219.0,,1659.45,0.0,2.99,189.0,"Amazon Digital Services,  Inc.",555.0
175,175,1872.0,Le tour du monde en quatre-vingts jours,"Jules Verne, Michael Glencross, Brian W. Aldiss",eng,Intermediate,3.9,117108.0,genre fiction,4434.45,2660.67,7.99,189.0,Penguin Group (USA) LLC,555.0
176,176,1994.0,Walk Two Moons,Sharon Creech,eng,Intermediate,3.95,,,544.5,326.7,0.99,190.0,"Amazon Digital Services,  Inc.",550.0
177,177,2003.0,Onze minutos,,eng,Intermediate,3.69,102206.0,genre fiction,534.6,0.0,0.99,192.0,"Amazon Digital Services,  Inc.",540.0
178,178,1953.0,Nine Stories,J.D. Salinger,eng,Intermediate,4.19,,genre fiction,2154.6,0.0,3.99,192.0,"Amazon Digital Services,  Inc.",540.0
179,179,,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,eng,Intermediate,3.67,121373.0,nonfiction,1599.65,959.79,2.99,193.0,Random House LLC,535.0
180,180,2007.0,Unwind,Neal Shusterman,eng,Intermediate,4.18,143892.0,genre fiction,524.7,314.82,0.99,194.0,Macmillan,530.0
181,181,1996.0,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,eng,Intermediate,4.34,123736.0,nonfiction,1024.85,614.91,1.99,197.0,"Amazon Digital Services,  Inc.",515.0
182,182,2013.0,Prodigy,Marie Lu,,Intermediate,4.29,149702.0,genre fiction,1524.9,0.0,2.99,198.0,"Amazon Digital Services,  Inc.",510.0
183,183,1603.0,The Tragedie of King Lear,William Shakespeare,eng,Intermediate,3.89,135448.0,genre fiction,2014.95,1208.97,3.99,,,505.0
184,184,1949.0,Death of a Salesman,Arthur Miller,eng,Novice,3.49,132061.0,genre fiction,5433.18,3259.908,10.91,201.0,Penguin Group (USA) LLC,
185,185,2007.0,The Choice,Nicholas Sparks,en-US,Intermediate,3.99,93479.0,genre fiction,1483.04,0.0,2.99,202.0,"Amazon Digital Services,  Inc.",496.0
186,186,,,Kate Egan,,Famous,4.51,119915.0,genre fiction,2950.91,1770.546,6.01,205.0,HarperCollins Publishers,491.0
187,187,1929.0,The Sound and the Fury,William Faulkner,eng,Intermediate,3.86,124665.0,genre fiction,2445.1,1467.06,4.99,206.0,,490.0
188,188,2005.0,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,eng,Intermediate,4.02,106211.0,genre fiction,483.12,289.872,0.99,207.0,"Amazon Digital Services,  Inc.",488.0
189,189,2002.0,BLEACHâ€•ãƒ–ãƒªãƒ¼ãƒâ€•ã€€1,Tite Kubo,eng,Intermediate,4.21,,fiction,2605.92,1563.552,5.34,207.0,Penguin Group (USA) LLC,488.0
190,190,2013.0,,Allie Brosh,eng,Intermediate,4.17,118910.0,genre fiction,5269.53,3161.718,10.91,210.0,Penguin Group (USA) LLC,483.0
191,191,1992.0,The Shadow Rising ,Robert Jordan,,Intermediate,4.21,122524.0,nonfiction,2057.58,1234.548,4.26,,HarperCollins Publishing,483.0
192,192,2003.0,Shantaram,Gregory David Roberts,,Intermediate,4.26,95213.0,genre fiction,476.19,0.0,0.99,,"Amazon Digital Services,  Inc.",481.0
193,193,2008.0,From Dead to Worse,Charlaine Harris,eng,Intermediate,4.01,151095.0,genre fiction,475.2,285.12,0.99,212.0,"Amazon Digital Services,  Inc.",480.0
194,194,1991.0,The Waste Lands,"Stephen King, Ned Dameron",eng,Intermediate,4.24,117483.0,genre fiction,1429.22,0.0,2.99,213.0,"Amazon Digital Services,  Inc.",478.0
195,195,1997.0,The Bone Collector,Jeffery Deaver,en-US,Intermediate,4.18,120541.0,genre fiction,5253.22,3151.932,10.99,213.0,Random House LLC,478.0
196,196,1995.0,Der Vorleser,"Bernhard Schlink, Carol Brown Janeway",eng,Intermediate,3.73,119911.0,genre fiction,1423.24,0.0,2.99,214.0,"Amazon Digital Services,  Inc.",476.0
197,197,1967.0,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle",eng,Intermediate,4.19,125668.0,genre fiction,2375.24,1425.144,4.99,214.0,Hachette Book Group,476.0
198,198,1989.0,Hyperion,Dan Simmons,eng,Intermediate,4.21,122225.0,genre fiction,470.25,0.0,0.99,215.0,"Amazon Digital Services,  Inc.",475.0
199,199,1947.0,The Pearl of the World,John Steinbeck,eng,Novice,3.41,133264.0,genre fiction,470.25,282.15,0.99,215.0,"Amazon Digital Services,  Inc.",475.0
200,200,,The Exorcist,William Peter Blatty,en-US,Intermediate,4.14,124467.0,genre fiction,1399.32,0.0,2.99,219.0,"Amazon Digital Services,  Inc.",468.0
201,201,2009.0,The Short Second Life of Bree Tanner,Stephenie Meyer,eng,Intermediate,3.51,145874.0,genre fiction,461.34,0.0,0.99,220.0,"Amazon Digital Services,  Inc.",466.0
202,202,1994.0,Snow Falling on Cedars,David Guterson,eng,Intermediate,3.8,131945.0,genre fiction,1393.34,0.0,2.99,220.0,"Amazon Digital Services,  Inc.",466.0
203,203,,Roots,Alex Haley,en-US,Famous,4.42,118951.0,genre fiction,460.35,276.21,0.99,221.0,Macmillan,465.0
204,204,1988.0,Batman: The Killing Joke ,"Alan Moore, Brian Bolland, Tim Sale",,Intermediate,4.36,113855.0,genre fiction,455.4,273.24,0.99,,Random House LLC,460.0
205,205,1952.0,Invisible Man,Ralph Ellison,eng,Intermediate,3.84,123073.0,,455.4,0.0,0.99,224.0,"Amazon Digital Services,  Inc.",460.0
206,206,2007.0,A Long Way Gone. Memoirs of a Boy Soldier,Ishmael Beah,en-US,Intermediate,4.14,116260.0,,3643.44,0.0,7.99,226.0,"Amazon Digital Services,  Inc.",456.0
207,207,1971.0,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,,Intermediate,4.13,135978.0,genre fiction,1815.45,1089.27,3.99,227.0,"Amazon Digital Services,  Inc.",455.0
208,208,1982.0,Different Seasons,Stephen King,eng,Intermediate,4.34,105961.0,genre fiction,5000.45,3000.27,10.99,,Simon and Schuster Digital Sales Inc,455.0
209,209,1953.0,The Little House Collection,"Laura Ingalls Wilder, Garth Williams",,Intermediate,4.33,,genre fiction,5195.91,3117.546,11.47,228.0,Random House LLC,453.0
210,210,1998.0,The Girls' Guide to Hunting and Fishing,Melissa Bank,,Novice,3.29,113977.0,nonfiction,448.47,0.0,0.99,228.0,"Amazon Digital Services,  Inc.",453.0
211,211,2012.0,Wool Omnibus,Hugh Howey,eng,Intermediate,4.24,81982.0,genre fiction,2250.49,1350.294,4.99,229.0,Penguin Group (USA) LLC,451.0
212,212,2002.0,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,en-US,Intermediate,4.26,118576.0,genre fiction,4792.5,2875.5,10.65,230.0,Random House LLC,450.0
213,213,1997.0,The Power of Now,Eckhart Tolle,eng,Intermediate,4.1,104549.0,genre fiction,4771.2,2862.72,10.65,231.0,,448.0
214,214,2012.0,Let's Pretend This Never Happened (A Mostly True Memoir),Jenny  Lawson,eng,Intermediate,3.9,118475.0,,443.52,266.112,0.99,231.0,"Amazon Digital Services,  Inc.",448.0
215,215,2006.0,The Lies of Locke Lamora,Scott Lynch,eng,Intermediate,4.3,118751.0,genre fiction,1324.57,794.742,2.99,234.0,Simon and Schuster Digital Sales Inc,443.0
216,216,1995.0,Sabriel,Garth Nix,en-US,Intermediate,4.17,137047.0,,8811.18,5286.708,19.98,235.0,,441.0
217,217,2009.0,Dead and Gone,Charlaine Harris,eng,Intermediate,4.01,145157.0,genre fiction,2175.64,1305.384,4.99,238.0,Random House LLC,436.0
218,218,,The Storyteller,Jodi Picoult,eng,Intermediate,4.26,,genre fiction,430.65,0.0,0.99,239.0,"Amazon Digital Services,  Inc.",435.0
219,219,2011.0,Obsidian,Jennifer L. Armentrout,eng,Intermediate,4.23,164832.0,genre fiction,5191.67,3115.002,11.99,,Penguin Group (USA) LLC,433.0
220,220,1982.0,"Life, the Universe and Everything",Douglas Adams,eng,Intermediate,4.19,131562.0,genre fiction,2593.67,1556.202,5.99,240.0,Hachette Book Group,433.0
221,221,2013.0,Crown of Midnight,Sarah J. Maas,en-CA,Famous,4.49,160485.0,genre fiction,426.69,256.014,0.99,241.0,"Amazon Digital Services,  Inc.",431.0
222,222,2004.0,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,eng,Intermediate,4.18,,genre fiction,425.7,255.42,0.99,242.0,Random House LLC,430.0
223,223,2008.0,Half Broke Horses: A True Life Novel,Jeannette Walls,eng,Intermediate,4.05,,genre fiction,5107.74,3064.644,11.99,244.0,Penguin Group (USA) LLC,426.0
224,224,1987.0,Mort,Terry Pratchett,eng,Intermediate,4.22,128450.0,genre fiction,3821.22,2292.732,8.97,,"Amazon Digital Services,  Inc.",426.0
225,225,2010.0,"The Iron King (The Iron Fey, #1) ",Julie Kagawa,eng,Intermediate,3.92,158063.0,genre fiction,420.75,252.45,0.99,245.0,Macmillan,425.0
226,226,1985.0,,Larry McMurtry,en-US,Famous,4.47,111498.0,genre fiction,1687.77,0.0,3.99,246.0,"Amazon Digital Services,  Inc.",423.0
227,227,2003.0,Stiff: The Curious Lives of Human Cadavers,Mary Roach,eng,Intermediate,4.05,122502.0,nonfiction,4473.0,2683.8,10.65,248.0,Random House LLC,420.0
228,228,2011.0,Bloodlines,Richelle Mead,en-US,Intermediate,4.22,140599.0,genre fiction,413.82,248.292,0.99,249.0,Macmillan,418.0
229,229,1998.0,Ender's Shadow,Orson Scott Card,eng,Intermediate,4.3,,nonfiction,411.84,0.0,0.99,250.0,"Amazon Digital Services,  Inc.",416.0
230,230,2009.0,Twenties Girl,Sophie Kinsella,eng,Intermediate,3.82,119105.0,genre fiction,2070.85,1242.51,4.99,251.0,Random House LLC,415.0
231,231,1982.0,Schindler's Ark,Thomas Keneally,eng,Intermediate,4.34,108338.0,genre fiction,2537.9,1522.74,6.19,254.0,"Amazon Digital Services,  Inc.",410.0
232,232,1970.0,The Bluest Eye,Toni Morrison,eng,Intermediate,3.99,109944.0,genre fiction,1219.92,0.0,2.99,255.0,"Amazon Digital Services,  Inc.",408.0
233,233,2009.0,The White Queen,Philippa Gregory,eng,Intermediate,3.9,119739.0,genre fiction,1685.04,1011.024,4.13,255.0,"Amazon Digital Services,  Inc.",408.0
234,234,1965.0,The Autobiography of Malcolm X,"Malcolm X, Alex Haley",eng,Intermediate,4.29,124805.0,nonfiction,2025.94,1215.564,4.99,256.0,Random House LLC,406.0
235,235,1989.0,Preludes & Nocturnes,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",eng,Intermediate,4.3,122540.0,nonfiction,2251.8,1351.08,5.56,257.0,"Amazon Digital Services,  Inc.",405.0
236,236,1999.0,,Laura Hillenbrand,en-US,Intermediate,4.2,111497.0,genre fiction,1007.5,604.5,2.5,,HarperCollins Publishers,403.0
237,237,2003.0,Shutter Island,Dennis Lehane,,Intermediate,4.07,113718.0,genre fiction,4270.65,2562.39,10.65,259.0,Penguin Group (USA) LLC,401.0
238,238,1894.0,The Complete Sherlock Holmes,Arthur Conan Doyle,eng,Famous,,109754.0,genre fiction,3180.02,1908.012,7.99,261.0,Penguin Group (USA) LLC,398.0
239,239,1599.0,The Tragedy of Julius Caesar,"William Shakespeare, Roma Gill",eng,Intermediate,3.65,119933.0,genre fiction,392.04,235.224,0.99,262.0,"Amazon Digital Services,  Inc.",396.0
240,240,,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,eng,Intermediate,3.81,110481.0,genre fiction,392.04,235.224,0.99,262.0,"Amazon Digital Services,  Inc.",396.0
241,241,-380.0,Î Î¿Î»Î¹Ï„ÎµÎ¯Î±,"Plato, Desmond Lee",,Intermediate,3.9,110274.0,genre fiction,387.09,232.254,0.99,265.0,"Amazon Digital Services,  Inc.",391.0
242,242,1593.0,The Taming of the Shrew,William Shakespeare,en-US,Intermediate,3.81,126318.0,,2726.1,1635.66,6.99,266.0,Hachette Book Group,390.0
243,243,2014.0,Cress,Marissa Meyer,eng,Famous,4.46,162069.0,nonfiction,1154.14,692.484,2.99,268.0,Macmillan,386.0
244,244,2010.0,,Patti Smith,en-US,Intermediate,4.14,106542.0,genre fiction,766.15,459.69,1.99,269.0,Random House LLC,385.0
245,245,1997.0,,Phaidon Press,eng,Intermediate,,102746.0,genre fiction,3060.17,1836.102,7.99,270.0,,383.0
246,246,2001.0,Jemima J,Jane Green,en-US,Intermediate,,101436.0,genre fiction,758.19,0.0,1.99,271.0,,381.0
247,247,1831.0,Notre-Dame de Paris,"Victor Hugo, Walter J. Cobb",eng,Intermediate,3.97,119851.0,nonfiction,3013.71,1808.226,7.91,,"Amazon Digital Services,  Inc.",381.0
248,248,1996.0,A Fine Balance,Rohinton Mistry,eng,Intermediate,4.34,99252.0,genre fiction,1136.2,681.72,2.99,272.0,Simon and Schuster Digital Sales Inc,380.0
249,249,1987.0,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau",,Famous,4.61,117788.0,nonfiction,1886.22,1131.732,4.99,273.0,Penguin Group (USA) LLC,378.0
250,250,2006.0,Specials,Scott Westerfeld,eng,Intermediate,3.77,139168.0,genre fiction,1124.24,674.544,2.99,274.0,"Amazon Digital Services,  Inc.",376.0
251,251,1899.0,The Awakening,Kate Chopin,eng,Intermediate,3.63,125474.0,genre fiction,371.25,0.0,0.99,275.0,"Amazon Digital Services,  Inc.",375.0
252,252,2009.0,Hunted,"P.C. Cast, Kristin Cast",eng,Intermediate,3.93,138103.0,genre fiction,1871.25,1122.75,4.99,275.0,Random House LLC,375.0
253,253,2006.0,For One More Day,Mitch Albom,,Intermediate,4.09,102193.0,genre fiction,1488.27,0.0,3.99,276.0,"Amazon Digital Services,  Inc.",373.0
254,254,1989.0,Clear and Present Danger,,eng,Intermediate,4.08,105317.0,genre fiction,1115.27,669.162,2.99,276.0,Hachette Book Group,373.0
255,255,1996.0,Falling Up,,en-US,Intermediate,4.33,111779.0,genre fiction,366.3,0.0,0.99,278.0,"Amazon Digital Services,  Inc.",370.0
256,256,2010.0,,Justin Halpern,,Intermediate,3.98,102560.0,nonfiction,2775.0,1665.0,7.5,278.0,Hachette Book Group,370.0
257,257,1993.0,Trainspotting,"Irvine Welsh, Eric Lindor Fall",fre,Intermediate,4.07,59453.0,genre fiction,1100.32,660.192,2.99,279.0,Random House LLC,368.0
258,258,1952.0,Foundation and Empire,Isaac Asimov,eng,Intermediate,4.2,105595.0,genre fiction,1094.34,0.0,2.99,280.0,"Amazon Digital Services,  Inc.",366.0
259,259,1997.0,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",Miguel Ruiz,,Intermediate,4.12,97016.0,genre fiction,4388.34,2633.004,11.99,280.0,Penguin Group (USA) LLC,366.0
260,260,,House Rules,Jodi Picoult,en-US,Intermediate,4.01,111239.0,nonfiction,4084.35,,11.19,281.0,HarperCollins Publishers,365.0
261,261,1812.0,BrÃ¼der Grimm: Kinder- und HausmÃ¤rchen,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",eng,Intermediate,4.31,116324.0,genre fiction,1811.37,0.0,4.99,282.0,"Amazon Digital Services,  Inc.",363.0
262,262,1967.0,,E.L. Konigsburg,eng,Intermediate,4.15,134537.0,,1085.37,651.222,2.99,282.0,"Amazon Digital Services,  Inc.",363.0
263,263,2013.0,Doctor Sleep,Stephen King,eng,Intermediate,4.1,95276.0,genre fiction,357.39,214.434,0.99,283.0,"Amazon Digital Services,  Inc.",361.0
264,264,1998.0,About a Boy,Nick Hornby,en-US,Intermediate,3.79,101999.0,,1079.39,647.634,2.99,,Penguin Group (USA) LLC,361.0
265,265,,On Dublin Street,Samantha Young,eng,Intermediate,4.24,136761.0,nonfiction,3905.78,2343.468,10.91,285.0,Random House LLC,358.0
266,266,2008.0,Crazy Love: Overwhelmed by a Relentless God,,eng,Intermediate,4.15,106351.0,genre fiction,1064.44,638.664,2.99,286.0,,356.0
267,267,1960.0,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,,Intermediate,4.12,117582.0,nonfiction,706.45,423.87,1.99,287.0,Simon and Schuster Digital Sales Inc,355.0
268,268,1987.0,Watchers,Dean Koontz,,Intermediate,4.16,109595.0,genre fiction,1049.49,0.0,2.99,289.0,,351.0
269,269,1902.0,The Story of My Life,Helen Keller,eng,Intermediate,4.07,107313.0,nonfiction,347.49,208.494,0.99,289.0,"Amazon Digital Services,  Inc.",351.0
270,270,2009.0,This Is Where I Leave You,Jonathan Tropper,eng,Intermediate,3.88,98645.0,,346.5,0.0,0.99,290.0,"Amazon Digital Services,  Inc.",350.0
271,271,2010.0,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,en-US,Intermediate,3.7,106336.0,genre fiction,344.52,0.0,0.99,291.0,"Amazon Digital Services,  Inc.",348.0
272,272,1999.0,ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 1,"Natsuki Takaya, Alethea Nibley, Athena Nibley",,Intermediate,4.23,118467.0,nonfiction,1031.55,618.93,2.99,,Simon and Schuster Digital Sales Inc,345.0
273,273,1623.0,The Tempest,William Shakespeare,en-US,Intermediate,3.8,125178.0,genre fiction,1025.57,0.0,2.99,294.0,"Amazon Digital Services,  Inc.",343.0
274,274,2010.0,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",eng,Intermediate,3.98,120763.0,genre fiction,1019.59,0.0,2.99,295.0,"Amazon Digital Services,  Inc.",341.0
275,275,1997.0,Wizard and Glass,"Stephen King, Dave McKean",eng,Intermediate,4.24,105026.0,,1019.59,611.754,2.99,295.0,Simon and Schuster Digital Sales Inc,341.0
276,276,2013.0,The Circle,Dave Eggers,eng,Novice,3.46,109412.0,genre fiction,3872.6,2323.56,11.39,296.0,Penguin Group (USA) LLC,340.0
277,277,2007.0,The Invention of Hugo Cabret,Brian Selznick,eng,Intermediate,4.23,132159.0,,1686.62,0.0,4.99,297.0,,338.0
278,278,1932.0,,"Aldous Huxley, Christopher Hitchens",eng,Intermediate,4.16,108124.0,genre fiction,1676.64,0.0,4.99,298.0,"Amazon Digital Services,  Inc.",336.0
279,279,2003.0,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1,Bisco Hatori,eng,Excellent,4.36,113881.0,genre fiction,666.65,399.99,1.99,299.0,HarperCollins Publishers,335.0
280,280,2014.0,The Good Girl,Mary Kubica,eng,Intermediate,3.81,100936.0,genre fiction,2620.72,1572.432,7.99,303.0,Random House LLC,328.0
281,281,2012.0,"Fallen Too Far (Too Far, #1)",Abbi Glines,eng,Excellent,4.21,138871.0,genre fiction,2875.32,1725.192,8.82,304.0,Penguin Group (USA) LLC,326.0
282,282,2014.0,Landline,Rainbow Rowell,eng,Intermediate,3.55,113805.0,genre fiction,1300.74,0.0,3.99,304.0,"Amazon Digital Services,  Inc.",326.0
283,283,2008.0,Tempted,"P.C. Cast, Kristin Cast",eng,Intermediate,3.96,127387.0,fiction,2759.25,1655.55,8.49,,HarperCollins Publishers,325.0
284,284,2005.0,No Country for Old Men,Cormac McCarthy,eng,Excellent,,100513.0,genre fiction,1611.77,967.062,4.99,,Simon and Schuster Digital Sales Inc,323.0
285,285,2009.0,Wolf Hall,Hilary Mantel,eng,Intermediate,3.85,102936.0,genre fiction,2468.49,1481.094,7.69,307.0,Penguin Group (USA) LLC,321.0
286,286,1986.0,Howl's Moving Castle,Diana Wynne Jones,eng,Excellent,4.3,123945.0,genre fiction,950.82,0.0,2.99,309.0,"Amazon Digital Services,  Inc.",318.0
287,287,,Dreamcatcher,"Stephen King, William Olivier Desmond",fre,Intermediate,3.59,115855.0,,1576.84,0.0,4.99,,"Amazon Digital Services,  Inc.",316.0
288,288,1854.0,Walden; or Life in the Woods,Henry David Thoreau,eng,Intermediate,3.79,108062.0,nonfiction,2044.35,1226.61,6.49,311.0,Random House LLC,315.0
289,289,1989.0,The Remains of the Day,Kazuo Ishiguro,eng,Excellent,4.1,105892.0,nonfiction,1874.87,1124.922,,312.0,Random House LLC,313.0
290,290,2010.0,The Best of Me,Nicholas Sparks,en-US,Intermediate,3.91,103915.0,,307.89,184.734,0.99,313.0,"Amazon Digital Services,  Inc.",311.0
291,291,2011.0,The Sense of an Ending,Julian Barnes,eng,Intermediate,3.7,94968.0,genre fiction,306.9,0.0,0.99,314.0,"Amazon Digital Services,  Inc.",310.0
292,292,1982.0,,Sue Grafton,en-US,Intermediate,3.82,116026.0,genre fiction,616.9,370.14,1.99,314.0,"Amazon Digital Services,  Inc.",310.0
293,293,-430.0,ÎŸá¼°Î´Î¯Ï€Î¿Ï…Ï‚ Î¤ÏÏÎ±Î½Î½Î¿Ï‚,"Sophocles, J.E. Thomas",eng,Intermediate,3.67,119496.0,genre fiction,2460.92,1476.552,7.99,315.0,Hachette Book Group,308.0
294,294,2009.0,Shanghai Girls,Lisa See,eng,Intermediate,3.87,106729.0,nonfiction,2152.92,1291.752,6.99,315.0,Penguin Group (USA) LLC,308.0
295,295,1908.0,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",eng,Intermediate,3.98,124612.0,genre fiction,10327.3,6196.38,33.86,317.0,Penguin Group (USA) LLC,305.0
296,296,2014.0,To All the Boys I've Loved Before,Jenny Han,eng,Excellent,4.11,136938.0,nonfiction,598.99,0.0,1.99,319.0,"Amazon Digital Services,  Inc.",301.0
297,297,2000.0,Persepolis,"Marjane Satrapi, Mattias Ripa",eng,Excellent,4.23,,genre fiction,1487.02,892.212,4.99,321.0,Random House LLC,298.0
298,298,1908.0,,E.M. Forster,eng,Intermediate,3.91,109994.0,genre fiction,891.02,0.0,2.99,,"Amazon Digital Services,  Inc.",298.0
299,299,2010.0,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,en-US,Intermediate,3.86,136736.0,genre fiction,1181.04,0.0,3.99,322.0,"Amazon Digital Services,  Inc.",296.0
300,300,2008.0,Lock and Key,Sarah Dessen,eng,Excellent,4.01,120475.0,nonfiction,885.04,531.024,2.99,322.0,"Amazon Digital Services,  Inc.",296.0
301,301,1995.0,Naked in Death,J.D. Robb,en-US,Excellent,4.13,78028.0,genre fiction,1772.95,1063.77,6.01,323.0,HarperCollins Publishers,295.0
302,302,1994.0,The Chamber,John Grisham,eng,Intermediate,3.76,102715.0,genre fiction,292.05,0.0,0.99,323.0,"Amazon Digital Services,  Inc.",295.0
303,303,2008.0,Midnight Sun (Partial Draft),Stephenie Meyer,eng,Excellent,4.03,138118.0,genre fiction,290.07,0.0,0.99,324.0,,293.0
304,304,1999.0,NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€ ,"Masashi Kishimoto, Katy Bridges",eng,Excellent,4.35,104633.0,nonfiction,288.09,172.854,0.99,325.0,HarperCollins Christian Publishing,291.0
305,305,2012.0,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,eng,Intermediate,3.89,94012.0,genre fiction,3694.6,2216.76,12.74,326.0,Hachette Book Group,290.0
306,306,2012.0,Every Day,David Levithan,eng,Intermediate,3.99,121863.0,genre fiction,1149.12,689.472,3.99,327.0,"Amazon Digital Services,  Inc.",288.0
307,307,1991.0,Xenocide,Orson Scott Card,,Intermediate,3.77,104467.0,genre fiction,1707.15,1024.29,5.99,329.0,Simon and Schuster Digital Sales Inc,285.0
308,308,1596.0,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",eng,Intermediate,3.78,115621.0,,427.5,0.0,1.5,329.0,"Amazon Digital Services,  Inc.",285.0
309,309,1975.0,ShÅgun,James Clavell,eng,Excellent,4.37,104339.0,genre fiction,2071.56,1242.936,7.32,330.0,Hachette Book Group,283.0
